,Unnamed: 0,objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,centroid_lat,centroid_lon,hdistance,distance_km,distance_minutes
81,2168,45706,KIDWATCH PLUS,3330 N LOCKWOOD AVE,CHICAGO,IL,60641,127,COOK,17031,41.94168,-87.76008,"CHILD DAY CARE, BEFORE OR AFTER SCHOOL, SEPARATE FROM SCHOOLS",POINT (-87.76008 41.94168),858,17,31,151100,17031151100,41.94229034323702,-87.76171751796599,0.0942327068406231,0.319,1.5666666666666667
82,1075,44613,LITTLE FARMERS EARLY LEARNING CENTER INC,95 N MAIN ST,FARMINGTON,IL,61531,49,FULTON,17057,40.69952,-90.0056,CHILD DAY CARE CENTERS,POINT (-90.0056 40.69952),791,17,57,952800,17057952800,40.69877394740879,-90.00711988773573,0.0949478577390388,0.212,1.3
83,1899,45437,PRE SCHOOL IN THE PARK,WASHINGTON PARK PAVILION,SPRINGFIELD,IL,62704,50,SANGAMON,17167,39.77108,-89.64022,CHILD DAY CARE CENTERS,POINT (-89.64022 39.77108),752,17,167,2600,17167002600,39.76994677673321,-89.64126602550095,0.0961051741619229,0.474,1.3666666666666667
84,838,44376,MARY SEARS CHILDRENS ACADEMY,9600 KING ST,FRANKLIN PARK,IL,60131,103,COOK,17031,41.9414877,-87.866796,CHILD DAY CARE CENTERS,POINT (-87.866796 41.9414877),1663,17,31,811500,17031811500,41.94137737369931,-87.86867036181245,0.0967348913238197,0.848,2.2
85,2786,46325,TLE AT CHICAGO - RACINE LLC,310 S RACINE AVENUE,CHICAGO,IL,60607,132,COOK,17031,41.87769,-87.65732,CHILD DAY CARE CENTERS,POINT (-87.65732 41.87769),2268,17,31,833100,17031833100,41.8790776728036,-87.65704585101493,0.097014551812063,0.516,1.7666666666666666
86,2712,46251,ROBIN'S NEST LEARNING CENTER,110 S VIRGINIA AVE,MARION,IL,62959,153,WILLIAMSON,17199,37.7307,-88.92348,CHILD DAY CARE CENTERS,POINT (-88.92348 37.7307),1457,17,199,21100,17199021100,37.73033488441413,-88.92176636958447,0.0970851282867982,0.214,0.9333333333333333
87,2564,46103,WEE CARE PRESCHOOL,2816 N PINE GROVE AVE,CHICAGO,IL,60657,90,COOK,17031,41.9335,-87.64175,CHILD DAY CARE CENTERS,POINT (-87.64175 41.9335),2200,17,31,63301,17031063301,41.93454073372269,-87.64302394598124,0.0973585108704455,0.263,1.2166666666666666
88,2469,46008,NEWPORT CHILDRENS ACADEMY,1825 W NEWPORT AVE,CHICAGO,IL,60657,171,COOK,17031,41.94402,-87.6748,CHILD DAY CARE CENTERS,POINT (-87.6748 41.94402),1577,17,31,50700,17031050700,41.94507103847245,-87.67605949619478,0.0973832346625404,0.23,1.1166666666666667
89,1093,44631,CHILD DEVELOPMENT AND FAMILY CENTER,169 GABEL HALL,DEKALB,IL,60115,44,DEKALB,17037,41.93317,-88.771,CHILD DAY CARE CENTERS,POINT (-88.771 41.93317),716,17,37,2200,17037002200,41.93423119743873,-88.7697484154462,0.097647231092976,1.997,5.733333333333333
90,1333,44871,COMMUNITY PRESBYTERIAN CHILDREN'S PRGRM,39 N PROSPECT AVE,CLARENDON HLS,IL,60514,86,DUPAGE,17043,41.79858,-87.9548,CHILD DAY CARE CENTERS,POINT (-87.9548 41.79858),1557,17,43,845100,17043845100,41.799623309067584,-87.9560775870637,0.0977099364053036,0.431,0.9833333333333333
91,1868,45406,ERIE NEIGHBORHOOD HOUSE D.C. PROGRAM,1347 WEST ERIE STREET,CHICAGO,IL,60622,99,COOK,17031,41.893438,-87.66135,CHILD DAY CARE CENTERS,POINT (-87.66135 41.893438),852,17,31,243400,17031243400,41.89256606514704,-87.6598540386419,0.0978257430363581,0.282,1.0833333333333333
92,1859,45397,FIRST IMPRESSIONS,1145 S COLLEGE ST,SPRINGFIELD,IL,62704,74,SANGAMON,17167,39.78815,-89.65755,CHILD DAY CARE CENTERS,POINT (-89.65755 39.78815),747,17,167,1900,17167001900,39.7895626873147,-89.65771352181447,0.0980976545177546,0.182,0.8
93,2601,46140,ROOSEVELT COMMUNITY EDUCATION CENTER INF,978 HASKELL AVENUE,ROCKFORD,IL,61103,27,WINNEBAGO,17201,42.28305,-89.09244,CHILD DAY CARE CENTERS,POINT (-89.09244 42.28305),2096,17,201,3100,17201003100,42.28446347517492,-89.09269463075466,0.0986308575517661,0.157,0.7666666666666667
94,2253,45791,FOURTH CHURCH DAY SCHOOL,126 EAST CHESTNUT STREET,CHICAGO,IL,60611,32,COOK,17031,41.89843,-87.62456,CHILD DAY CARE CENTERS,POINT (-87.62456 41.89843),2199,17,31,81201,17031081201,41.89915380623647,-87.62621204438287,0.0986928530285055,0.29,1.9166666666666667
95,1048,44586,NORTHWESTERN UNIVERSITY SETTLEMENT,1424 N CLEAVER ST,CHICAGO,IL,60642,220,COOK,17031,41.90804,-87.66462,CHILD DAY CARE CENTERS,POINT (-87.66462 41.90804),862,17,31,241600,17031241600,41.90670971179178,-87.66532774045673,0.0989625503378605,0.558,2.65
96,2010,45548,LAWNDALE COMM. DAY CARE,1800 S LAWNDALE AVE,CHICAGO,IL,60623,32,COOK,17031,41.857,-87.7176,CHILD DAY CARE CENTERS,POINT (-87.7176 41.857),1263,17,31,292200,17031292200,41.85666651045234,-87.71573052464402,0.0990333035398661,0.723,2.6166666666666667
97,1264,44802,ST MARKS PRESCHOOL,393 N MAIN ST,GLEN ELLYN,IL,60137,45,DUPAGE,17043,41.87357,-88.06667,CHILD DAY CARE CENTERS,POINT (-88.06667 41.87357),3190,17,43,842200,17043842200,41.87499880519833,-88.06650755999382,0.0991802203932291,0.154,0.4166666666666667
98,2271,45809,MARY MEYER SCHOOL,2817 NORTH PINE GROVE,CHICAGO,IL,60657,20,COOK,17031,41.93366,-87.64111,CHILD DAY CARE CENTERS,POINT (-87.64111 41.93366),597,17,31,63302,17031063302,41.93476467345397,-87.63985399663768,0.1000736813478165,0.537,2.5
99,12,43548,PRESENCE BEHAVIORAL HEALTH,330 EASTERN AVE,BELLWOOD,IL,60104,48,COOK,17031,41.88613,-87.87354,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",POINT (-87.87354 41.88613),970,17,31,817000,17031817000,41.887359806960106,-87.8725068049085,0.1003299504013872,0.213,0.8166666666666667
