objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc
43773,primrose school of st charles west,1940 bricher rd,st charles,il,60174,184,kane,17089,41.897687,-88.340414,"child day care, before or after school, separate from schools"
43774,educare of st charles,4n705 school rd,st charles,il,60175,103,kane,17089,41.93629,-88.402442,child day care centers
43775,kindercare learning center,1250 w spring st,south elgin,il,60177,123,kane,17089,41.99745,-88.31778,child day care centers
43776,kiddy kulture child care and learning ctr,396 e 159th st,harvey,il,60426,150,cook,17031,41.60091,-87.63305,child day care centers
43777,triple r child care inc,5500 147th st,oak forest,il,60452,185,cook,17031,41.62495,-87.75424,child day care centers
43778,kiddy learning station,1340 w algonquin rd number 1372,arlington hts,il,60005,122,cook,17031,42.05578,-87.99995,child day care centers
43779,kindercare learning center 070462,2014 dempster st,evanston,il,60202,130,cook,17031,42.04104,-87.7009,child day care centers
43780,"learn as you grow day care, llc",22237 torrence ave,sauk village,il,60411,78,cook,17031,41.48492,-87.55708,child day care centers
43781,sunny day care center,275 e thacker st,des plaines,il,60016,36,cook,17031,42.03747,-87.91424,child day care centers
43782,mariah's learning center inc,12910 s throop st,calumet park,il,60827,36,cook,17031,41.65906,-87.65359,child day care centers
43783,little green tree house,2814 central st,evanston,il,60201,151,cook,17031,42.06421,-87.71349,child day care centers
43784,little saints christian preschool,630 s quentin rd,palatine,il,60067,52,cook,17031,42.09845,-88.06374,child day care centers
43785,manskers loving day care center,361 torrence ave,calumet city,il,60409,58,cook,17031,41.6267,-87.5592,child day care centers
43786,glenview montessori school,305 waukegan rd,northfield,il,60093,28,cook,17031,42.100381,-87.798561,child day care centers
43787,let's play child care center,6041 w 26th st,cicero,il,60804,65,cook,17031,41.84352,-87.77544,child day care centers
43788,"m and m child care center, inc",20644 torrence ave,lynwood,il,60411,58,cook,17031,41.51992,-87.5593,child day care centers
43789,abc toon town ii,411 south blvd,oak park,il,60302,168,cook,17031,41.88661,-87.78533,child day care centers
43790,beth tikvah congregation early child ctr,300 hillcrest blvd,hoffman est,il,60169,37,cook,17031,42.05985,-88.08749,child day care centers
43791,"achievers educational center, inc",629 bellwood ave,bellwood,il,60104,75,cook,17031,41.8809,-87.87804,child day care centers
43792,"mansio montessori of geneva, ltd",102 howard st,geneva,il,60134,26,kane,17089,41.8882,-88.29892,child day care centers
43793,kindercare learning ctr number 301432,1505 s batavia ave,batavia,il,60510,107,kane,17089,41.83003,-88.32038,child day care centers
43794,learning connections preschool,"2011 dean st, ste a",st charles,il,60174,108,kane,17089,41.91781,-88.33755,child day care centers
43795,his grace christian academy inc.,1500 n farnsworth ave,aurora,il,60505,92,kane,17089,41.78943,-88.2824,child day care centers
43796,creative beginnings,108 valley dr,elburn,il,60119,40,kane,17089,41.90211,-88.47161,child day care centers
43797,mommy and aiden academy,333 s lake st,aurora,il,60506,52,kane,17089,41.75465,-88.32645,child day care centers
43798,kindercare learning center 301501,80 s constitution dr,aurora,il,60506,144,kane,17089,41.76212,-88.36798,child day care centers
43799,st. peter's little saints pre - school,43w301 plank road,hampshire,il,60140,20,kane,17089,42.05392,-88.461,child day care centers
43800,polka dot dragon preschool / daycare,11 lincolnway,north aurora,il,60542,49,kane,17089,41.8053,-88.32639,child day care centers
43801,hosanna! preschool,36w925 red gate rd,st charles,il,60175,72,kane,17089,41.95305,-88.339212,child day care centers
43802,lord of life preschool,40w605 il. rt. 38,la fox,il,60147,58,kane,17089,41.90582,-88.4078,child day care centers
43803,bethlehem lutheran child dev. center,340 grand blvd,elgin,il,60120,72,kane,17089,42.04355,-88.26413,child day care centers
43804,kaneville community child center,2s101 harter rd,kaneville,il,60144,56,kane,17089,41.83601,-88.52267,child day care centers
43805,elgin comm college - early chdhood lab sch,1700 spartan dr,elgin,il,60123,78,kane,17089,42.01588,-88.32216,child day care centers
43806,the growing place of fox valley presbyte,227 e side dr,geneva,il,60134,40,kane,17089,41.88921,-88.28924,child day care centers
43807,hometown child care,"60 s lincoln ave, ste 1",aurora,il,60505,56,kane,17089,41.75451,-88.3117,child day care centers
43808,building blocks learning academy,1100 w wilson st,batavia,il,60510,52,kane,17089,41.84954,-88.32475,child day care centers
43809,the goddard school,949 waterford dr,aurora,il,60504,134,kane,17089,41.73582,-88.27251,child day care centers
43810,prairie view montessori,2624 ginger woods pkwy,aurora,il,60504,11,kane,17089,41.809728,-88.268091,child day care centers
43811,jugande se aprende inc,1353 hinman st,montgomery,il,60538,68,kane,17089,41.72918,-88.30718,child day care centers
43812,kindercare learning center 000367,1275 jones rd,hoffman est,il,60169,145,cook,17031,42.0506,-88.09883,child day care centers
43813,kindercare learning center number 000638,925 e nerge rd,roselle,il,60172,114,cook,17031,41.99815,-88.05716,child day care centers
43814,the big barn preschool,888 s roselle rd,schaumburg,il,60193,33,cook,17031,42.01055,-88.08004,child day care centers
43815,little learners educational center inc,1060 w rand rd,arlington hts,il,60004,88,cook,17031,42.1232,-87.99596,child day care centers
43816,kindercare learning center 070451,"1 westbrook corp ctr, ste 135",westchester,il,60154,77,cook,17031,41.84676,-87.9052,child day care centers
43817,kindercare learning ctr number 000757,2350 bode rd,schaumburg,il,60194,141,cook,17031,42.03967,-88.13772,child day care centers
43818,kindercare learning center 000574,14632 john humphrey dr,orland park,il,60462,139,cook,17031,41.62445,-87.85131,child day care centers
43819,kindercare learning center 000829,16100 oak park ave,tinley park,il,60477,139,cook,17031,41.59858,-87.78519,child day care centers
43820,guardian angel day care center,5900 147th st,oak forest,il,60452,30,cook,17031,41.62483,-87.76377,child day care centers
43821,bright visions learning academy inc,14804 cicero ave,oak forest,il,60452,60,cook,17031,41.62315,-87.73728,child day care centers
43822,methodist parents day out,100 w cossitt ave,la grange,il,60525,28,cook,17031,41.81228,-87.8711,child day care centers
43823,the children's place learning center inc,21591 e lincoln hwy,lynwood,il,60411,89,cook,17031,41.50277,-87.52978,child day care centers
43824,morton college child learning center,3801 s central ave,cicero,il,60804,40,cook,17031,41.8236,-87.76308,child day care centers
43825,open arms christian child development ct,1850 chestnut ave,glenview,il,60025,115,cook,17031,42.08736,-87.80337,child day care centers
43826,streamwood montessori,25 w streamwood blvd,streamwood,il,60107,91,cook,17031,42.02195,-88.18373,child day care centers
43827,shelby scholars daycare inc,3308 w 137th st,robbins,il,60472,48,cook,17031,41.64428,-87.70187,child day care centers
43828,a step up career academy - center inc,2745 bernice rd,lansing,il,60438,77,cook,17031,41.57919,-87.55016,child day care centers
43829,the early childhood education center,1410 n roosevelt blvd,schaumburg,il,60173,148,cook,17031,42.05339,-88.03754,child day care centers
43830,wesley child care center at pleasant ridg,1730 sunset ridge rd,glenview,il,60025,21,cook,17031,42.0863,-87.79187,"child day care, before or after school, separate from schools"
43831,a and a kiddy kollege inc.,425 torrence ave,calumet city,il,60409,56,cook,17031,41.62432,-87.55825,child day care centers
43832,warren w. cherry preschool,1418 lake street,evanston,il,60201,116,cook,17031,42.04423,-87.69297,child day care centers
43833,a joyful noise,211 kenilworth ave.,kenilworth,il,60043,109,cook,17031,42.09033,-87.71201,child day care centers
43834,cradles cribs and crayons,9000 kildare avenue,skokie,il,60076,75,cook,17031,42.04446,-87.73497,child day care centers
43835,mount prospect child care center,406 e northwest hwy number 408,mt prospect,il,60056,71,cook,17031,42.06103,-87.93106,child day care centers
43836,kiddie academy of streamwood,1040 sutton rd,streamwood,il,60107,167,cook,17031,42.01558,-88.20438,child day care centers
43837,dist. number 65 doorway to learning childcare,1500 mcdaniel ave,evanston,il,60201,41,cook,17031,42.04502,-87.70884,"child day care, before or after school, separate from schools"
43838,kindercare learning center 000810,9460 179th st,tinley park,il,60487,143,cook,17031,41.56561,-87.84892,child day care centers
43839,the kids lounge,143 n 19th ave,melrose park,il,60160,49,cook,17031,41.89256,-87.85619,child day care centers
43840,little newtons,1850 n harlem ave,elmwood park,il,60707,130,cook,17031,41.91349,-87.8063,child day care centers
43841,plcca debra ann porter 24 / 7 childcare,1100 madison st,maywood,il,60153,72,cook,17031,41.87879,-87.8469,child day care centers
43842,grandma jones day care iii,1810 sibley blvd,calumet city,il,60409,89,cook,17031,41.62276,-87.56933,child day care centers
43843,haven for tots day care and pre - school,4660 w 94th st,oak lawn,il,60453,65,cook,17031,41.72252,-87.73811,child day care centers
43844,childrenz center,1185 sheridan rd,glencoe,il,60022,47,cook,17031,42.15032,-87.75906,child day care centers
43845,dayspring montessori school,1190 western ave,northbrook,il,60062,26,cook,17031,42.131811,-87.838831,child day care centers
43846,learning tree child care center llc,950 burnham ave,calumet city,il,60409,67,cook,17031,41.60658,-87.53951,child day care centers
43847,train up a child christian academy,1405 s 5th ave number 1407,maywood,il,60153,67,cook,17031,41.87521,-87.83862,child day care centers
43848,the goddard school,301 miller rd,north aurora,il,60542,134,kane,17089,41.81072,-88.35092,child day care centers
43849,mill creek early childhood program,510 s batavia ave,batavia,il,60510,60,kane,17089,41.8432,-88.31256,child day care centers
43850,jugando se aprende inc.,1042 talma st,aurora,il,60505,68,kane,17089,41.73596,-88.31121,child day care centers
43851,the ivy academy of early learning ii inc,1400 hill rd,geneva,il,60134,92,kane,17089,41.88823,-88.27828,child day care centers
43852,kensington school of geneva,"1774 w state st, ste 1776",geneva,il,60134,201,kane,17089,41.89515,-88.32927,child day care centers
43853,kindercare learning center number 301727,2395 bowes rd,elgin,il,60123,168,kane,17089,42.007171,-88.326142,child day care centers
43854,chesterbrook academy,600 courtyard dr,st charles,il,60174,160,kane,17089,41.92475,-88.27969,child day care centers
43855,fox valley montessori school,850 n commonwealth ave,aurora,il,60506,32,kane,17089,41.77372,-88.34285,child day care centers
43856,see saw day care center,275 south street,burlington,il,60109,80,kane,17089,42.04942,-88.54831,child day care centers
43857,kindercare learning centers 301579,711 willow ln,sleepy hollow,il,60118,176,kane,17089,42.09059,-88.29207,child day care centers
43858,wesley methodist church nursery school,14 n may st,aurora,il,60506,60,kane,17089,41.7607,-88.32773,child day care centers
43859,alphabet academy childcare inc.,1510 w indian trl,aurora,il,60506,77,kane,17089,41.780788,-88.378789,child day care centers
43860,5 star learning ranch,0s734 wenmoth rd,batavia,il,60510,35,kane,17089,41.852549,-88.363833,child day care centers
43861,share and care learning center,12 john st,north aurora,il,60542,123,kane,17089,41.80418,-88.32545,child day care centers
43862,batavia covenant preschool,1314 w main st,batavia,il,60510,65,kane,17089,41.8463,-88.33127,child day care centers
43863,jerri hoffmann child and family ctr,229 lake marian rd,carpentersvle,il,60110,228,kane,17089,42.1203,-88.26626,child day care centers
43864,cadence academy preschool,50 mitchell rd,north aurora,il,60542,180,kane,17089,41.80936,-88.30223,child day care centers
43865,kindercare learning centers 301142,1520 main ln,elgin,il,60123,112,kane,17089,42.02503,-88.31564,child day care centers
43866,kindercare learning centers inc number 300892,1875 prairie st,saint charles,il,60174,89,kane,17089,41.90359,-88.33479,child day care centers
43867,mariahs learning center inc,1301 w vermont ave,calumet park,il,60827,38,cook,17031,41.65927,-87.6539,child day care centers
43868,little tots child care inc,454 burnham ave,calumet city,il,60409,120,cook,17031,41.62345,-87.5401,child day care centers
43869,precious angels childcare llc,1833 w golf rd,schaumburg,il,60194,70,cook,17031,42.04727,-88.12478,child day care centers
43870,a mothers touch learning academy llc,1666 rand rd,des plaines,il,60016,153,cook,17031,42.04649,-87.88265,child day care centers
43871,"kidds palace learning center, inc.",421 ashland ave,chicago hts,il,60411,40,cook,17031,41.52338,-87.65506,child day care centers
43872,safari life childcare and learning center,1935 glenwood dyer rd,lynwood,il,60411,106,cook,17031,41.52766,-87.56985,child day care centers
