,objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,centroid_lat,centroid_lon,hdistance,distance_km,distance_minutes,distance_ratio,imputation,distance_minutes_imp
7222,44078,LITTLE ANGELS CHRISTIAN PRESCHOOL,647 DUNDEE AVE,BARRINGTON,IL,60010,87,COOK,17031,42.14727,-88.14084,CHILD DAY CARE CENTERS,POINT (-88.14084 42.14727),1906,17,097,864308,17097864308,42.17219022383216,-88.13684413244434,1.7358002725164892,3.248,6.866666666666666,1.8711830222789332,0,6.866666666666666
7223,43770,YWCA CHILD CARE CENTER,220 E CHICAGO ST,ELGIN,IL,60120,70,KANE,17089,42.03723,-88.28153,CHILD DAY CARE CENTERS,POINT (-88.28153 42.03723),3224,17,089,851000,17089851000,42.059048441840694,-88.29827738427961,1.7370607643790903,4.283,9.1,2.465659283675636,0,9.1
7224,45150,MCHENRY MONTESSORI SCHOOL,5213 W ELM ST,MCHENRY,IL,60050,78,MCHENRY,17111,42.34975,-88.29968,CHILD DAY CARE CENTERS,POINT (-88.29968 42.34975),55,17,111,870501,17111870501,42.363081462186365,-88.32848541233194,1.7372360792226895,7.844,8.483333333333333,4.515218221526764,0,8.483333333333333
7225,44450,BROWN COUNTY EARLY LEARNING CENTER,210 COUNTRY LN,MT STERLING,IL,62353,58,BROWN,17009,39.986395,-90.7545562,CHILD DAY CARE CENTERS,POINT (-90.7545562 39.986395),1212,17,009,970400,17009970400,39.961461248605524,-90.75021208681626,1.739906637172459,47.186,37.18333333333333,27.119845968679375,1,1.3710746505078326
7226,44313,THE GODDARD SCHOOL,5005 THEODORE ST,PLAINFIELD,IL,60586,138,WILL,17197,41.5509,-88.20497,CHILD DAY CARE CENTERS,POINT (-88.20497 41.5509),2078,17,197,883218,17197883218,41.54623701284552,-88.23802408124206,1.7411589459649288,6.401,8.4,3.676287001157522,0,8.4
7227,45032,"THE GODDARD SCHOOL, VERNON HILLS",461 TOWNLINE RD,VERNON HILLS,IL,60061,139,LAKE,17097,42.240501,-87.974979,CHILD DAY CARE CENTERS,POINT (-87.974979 42.240501),2674,17,097,864511,17097864511,42.219484427842666,-87.99374006032482,1.7425175810671887,3.896,4.933333333333334,2.235845447030687,0,4.933333333333334
7228,44823,DEERFIELD PARK DISTRICT NURSERY SCHOOL,836 JEWETT PARK DR,DEERFIELD,IL,60015,80,LAKE,17097,42.16816,-87.84763,CHILD DAY CARE CENTERS,POINT (-87.84763 42.16816),1889,17,097,864801,17097864801,42.189399545714295,-87.86593863046406,1.7432380067391007,3.894,7.316666666666666,2.2337741518635843,0,7.316666666666666
7229,43914,DECATUR FAMILY YMCA,220 W MCKINLEY AVE,DECATUR,IL,62526,56,MACON,17115,39.869426,-88.958205,CHILD DAY CARE CENTERS,POINT (-88.958205 39.869426),137,17,115,002906,17115002906,39.884657245054534,-88.93202016481706,1.744051077327601,7.196,10.166666666666666,4.126025948177153,0,10.166666666666666
7230,45251,MENDOTA CHILD DEVELOPMENT CENTER,1304 DIVISION STREET,MENDOTA,IL,61342,50,LASALLE,17099,41.5409,-89.12965,CHILD DAY CARE CENTERS,POINT (-89.12965 41.5409),1288,17,099,962000,17099962000,41.53960110482784,-89.09598389649871,1.7452454403450388,31.102,22.65,17.820989117640135,0,22.65
7231,44157,THE GODDARD SCHOOL,1032 104TH ST,NAPERVILLE,IL,60564,160,WILL,17197,41.69378,-88.16798,CHILD DAY CARE CENTERS,POINT (-88.16798 41.69378),2081,17,197,880122,17197880122,41.69160297618409,-88.13430261056737,1.7459053634610269,4.668,7.066666666666666,2.6736844377099036,0,7.066666666666666
7232,43768,THE EARLY EDUCATION STATION,600 WILLOW LANE,WEST DUNDEE,IL,60118,106,KANE,17089,42.09173,-88.29125,CHILD DAY CARE CENTERS,POINT (-88.29125 42.09173),3264,17,089,850302,17089850302,42.11327221715136,-88.27351816907442,1.7459108042963707,5.354,9.066666666666666,3.066594230830564,0,9.066666666666666
7233,44544,CREATIVE WORLD MONTESSORI SCHOOL,1250 W GOODMAN AVE,LA GRANGE,IL,60525,32,COOK,17031,41.80662,-87.88543,CHILD DAY CARE CENTERS,POINT (-87.88543 41.80662),1687,17,031,820104,17031820104,41.78215344816833,-87.87710183238057,1.7459305708610582,3.347,6.9,1.917029265573445,0,6.9
7234,45293,HEARTLAND HEAD START NUMBER 4,1407 W WASHINGTON ST,BLOOMINGTON,IL,61701,107,MCLEAN,17113,40.47928,-89.01369,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",POINT (-89.01369 40.47928),590,17,113,000302,17113000302,40.50262806923144,-89.02633069084246,1.746458155842306,8.365,9.05,4.789693913946431,0,9.05
7235,44236,GOVERNORS STATE UNIVERSITY FAMILY DEV CT,1 UNIVERSITY PKWY,UNIVERSITY PK,IL,60484,162,WILL,17197,41.448277,-87.716746,CHILD DAY CARE CENTERS,POINT (-87.716746 41.448277),2341,17,197,883605,17197883605,41.44156965413078,-87.68426386454568,1.7468446502075403,3.505,6.35,2.0064749315765287,0,6.35
7236,43702,GALENA ART AND RECREATION CENTER,11084 W US HIGHWAY 20,GALENA,IL,61036,114,JO DAVIESS,17085,42.43214,-90.44832,CHILD DAY CARE CENTERS,POINT (-90.44832 42.43214),3033,17,085,020300,17085020300,42.41215242930052,-90.42736781279991,1.748067813023889,30.009,26.016666666666666,17.166954151560653,0,26.016666666666666
7237,43760,SONSHINE PRESCHOOL,18N377 GALLIGAN ROAD,WEST DUNDEE,IL,60118,20,KANE,17089,42.13022,-88.37321,CHILD DAY CARE CENTERS,POINT (-88.37321 42.13022),82,17,089,850707,17089850707,42.11236578464297,-88.39733465631159,1.748396222139917,5.568,9.333333333333334,3.1846328249240607,0,9.333333333333334
7238,44980,ROBIN'S NEST OF CARBONDALE,312 S WALL ST,CARBONDALE,IL,62901,118,JACKSON,17077,37.72466,-89.20916,CHILD DAY CARE CENTERS,POINT (-89.20916 37.72466),787,17,077,011200,17077011200,37.726786287145174,-89.17729175822738,1.7496359770128653,5.336,6.933333333333334,3.0497772508714043,0,6.933333333333334
7239,45284,MILESTONES EARLY LEARNING CENTER,1207 SIX POINTS RD,BLOOMINGTON,IL,61701,156,MCLEAN,17113,40.45977,-89.00751,CHILD DAY CARE CENTERS,POINT (-89.00751 40.45977),2646,17,113,001403,17113001403,40.484294836643,-89.01570196391869,1.7502264773021419,19.857,17.083333333333332,11.345388872535084,0,17.083333333333332
7240,43661,"TREEHOUSE, TOO","1207 NETWORK CENTRE DR, STE 1",EFFINGHAM,IL,62401,190,EFFINGHAM,17049,39.14331,-88.52604,CHILD DAY CARE CENTERS,POINT (-88.52604 39.14331),2616,17,049,950700,17049950700,39.15108415849157,-88.55711555666397,1.7515115874662222,8.366,9.3,4.7764457054506,0,9.3
7241,44208,TRIPLE R CHILD CARE NEW LENOX,226 E HAVEN AVE,NEW LENOX,IL,60451,217,WILL,17197,41.51176,-87.96368,CHILD DAY CARE CENTERS,POINT (-87.96368 41.51176),1530,17,197,881112,17197881112,41.494267159060925,-87.98813028907675,1.7515943282554307,5.838,8.766666666666667,3.332963521190769,0,8.766666666666667
7242,44474,MILLIE'S HOUSE,1920 E TOUHY AVE,DES PLAINES,IL,60018,56,COOK,17031,42.01012,-87.87704,CHILD DAY CARE CENTERS,POINT (-87.87704 42.01012),2846,17,031,770700,17031770700,41.985436100575846,-87.86941995011443,1.7516763980014791,8.193,9.45,4.677233768376139,0,9.45
7243,44159,CREME DE LA CREME,724 N CENTER BLVD,ROMEOVILLE,IL,60446,177,WILL,17197,41.65395,-88.12312,CHILD DAY CARE CENTERS,POINT (-88.12312 41.65395),2086,17,197,880508,17197880508,41.631231085753214,-88.10812995432491,1.7520481477020078,4.622,7.1,2.6380553559913467,0,7.1
7244,44822,MONTESSORI CONNECTION EAST,330 LAUREL AVE,HIGHLAND PARK,IL,60035,12,LAKE,17097,42.18588,-87.79322,CHILD DAY CARE CENTERS,POINT (-87.79322 42.18588),1924,17,097,865200,17097865200,42.20681043215782,-87.81248261033222,1.7521818011318795,3.613,7.583333333333333,2.062000642665084,0,7.583333333333333
7245,44606,KIDS CORRAL INC,218 S HORN ST,W FRANKFORT,IL,62896,103,FRANKLIN,17055,37.89642,-88.93616,CHILD DAY CARE CENTERS,POINT (-88.93616 37.89642),1205,17,055,040800,17055040800,37.903211894291054,-88.90522808224387,1.7523770255891735,7.726,7.366666666666666,4.40886857518713,0,7.366666666666666
7246,46113,BLUFFVIEW HEAD START CENTER,8100 BUNKUM ROAD,CASEYVILLE,IL,62232,134,ST. CLAIR,17163,38.62243,-90.06024,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",POINT (-90.06024 38.62243),2313,17,163,503411,17163503411,38.63013966145561,-90.02933907901874,1.7528440572076587,7.083,9.55,4.0408614621904615,0,9.55
7247,44900,ALL ABOUT CARING,3S071 STATE ROUTE 59,WARRENVILLE,IL,60555,93,DUPAGE,17043,41.82564,-88.201,CHILD DAY CARE CENTERS,POINT (-88.201 41.82564),1142,17,043,841603,17043841603,41.840238927597184,-88.173159982368,1.754477173737542,5.277,8.8,3.007733630844834,0,8.8
7248,45034,YACHAD KIDS ACADEMY INCORPORATED,701 W APTAKISIC RD,BUFFALO GROVE,IL,60089,76,LAKE,17097,42.18268,-87.97421,CHILD DAY CARE CENTERS,POINT (-87.97421 42.18268),2675,17,097,864512,17097864512,42.20802288056548,-87.97578659953126,1.754761910084144,6.183,9.2,3.523554941823141,0,9.2
7249,45098,KALEIDOSCOPE OF KIDS,109 UNITED DR,COLLINSVILLE,IL,62234,103,MADISON,17119,38.6883,-90.01379,CHILD DAY CARE CENTERS,POINT (-90.01379 38.6883),2330,17,119,403534,17119403534,38.71367953374217,-90.01444176779971,1.7557888399897734,5.019,7.416666666666667,2.858544197165095,0,7.416666666666667
7250,44561,CHESTERBROOK ACADEMY,2208 S DUNCAN RD,CHAMPAIGN,IL,61822,115,CHAMPAIGN,17019,40.08554,-88.29516,CHILD DAY CARE CENTERS,POINT (-88.29516 40.08554),1583,17,019,001205,17019001205,40.08366335672412,-88.32825705468578,1.7562859638862436,2.992,3.55,1.7035950076030983,0,3.55
