state_name,state_code,county_name,county_code,tract_name,tract_code,tot_pop,pop_under5,homeowner_rate,less_than_hs_rate,higher_education_rate,below_poverty_rate,income_cat,majority_white,majority_black,majority_asian,majority_hispanic
 Illinois,17, Cook County,031,Census Tract 2513,251300,4915,286,0.4379,0.1634,0.1118,0.2498,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2514,251400,3712,113,0.2221,0.0904,0.1565,0.2341,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2515,251500,4324,262,0.3021,0.2936,0.0669,0.3131,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2516,251600,4456,469,0.3516,0.1694,0.0663,0.3173,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2517,251700,1291,51,0.4171,0.171,0.0823,0.2541,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2518,251800,5399,630,0.1799,0.154,0.0886,0.4618,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2519,251900,5086,242,0.2125,0.0909,0.0728,0.4229,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2520,252000,6308,484,0.2368,0.2054,0.1477,0.2735,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2521.01,252101,1492,98,0.243,0.1346,0.177,0.2862,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2521.02,252102,7020,542,0.3808,0.1665,0.0485,0.144,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2522.01,252201,3258,109,0.3528,0.1415,0.1297,0.2821,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2522.02,252202,4945,500,0.2741,0.1341,0.0587,0.3496,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2601,260100,1016,46,0.1419,0.2763,0.1099,0.3199,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2602,260200,1232,49,0.2769,0.3516,0.1093,0.2013,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2603,260300,1878,193,0.1847,0.3734,0.041,0.5948,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2604,260400,939,96,0.1516,0.435,0.0203,0.5389,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2605,260500,1767,73,0.3467,0.2026,0.0749,0.2151,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2606,260600,2398,164,0.4472,0.3028,0.0814,0.2627,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2607,260700,1524,18,0.3784,0.3181,0.1063,0.2671,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2608,260800,2001,196,0.2155,0.1419,0.0602,0.3508,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2609,260900,1351,101,0.3685,0.1135,0.0702,0.4041,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2610,261000,2268,169,0.2677,0.1359,0.0921,0.2271,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2705,270500,1380,194,0.104,0.3856,0.1111,0.5319,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2712,271200,1384,80,0.2621,0.2169,0.2703,0.3244,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2713,271300,964,0,0.2889,0.1821,0.1632,0.3786,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2714,271400,1359,74,0.2388,0.0962,0.2236,0.2899,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2715,271500,1470,15,0.3977,0.2457,0.1344,0.1272,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2718,271800,656,48,0.3856,0.1013,0.2481,0.0457,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2801,280100,7730,188,0.2829,0.0038,0.914,0.0493,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 2804,280400,1423,52,0.2096,0.1895,0.1852,0.2298,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2808,280800,852,17,0.1757,0.1419,0.2348,0.3592,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2809,280900,1122,111,0.2955,0.0571,0.5317,0.3084,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2819,281900,6749,300,0.3262,0.0093,0.907,0.0535,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 2827,282700,2243,61,0.4765,0.0412,0.5347,0.1547,medium,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 2828,282800,1498,0,0.3594,0.0753,0.6059,0.1722,medium,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 2831,283100,2729,85,0.2254,0.13,0.6174,0.3379,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 2832,283200,1727,137,0.3368,0.0326,0.6097,0.1911,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2838,283800,3504,426,0.3538,0.0812,0.4979,0.2012,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2909,290900,4241,267,0.1499,0.2241,0.0666,0.4416,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2912,291200,1312,41,0.2731,0.2305,0.1728,0.3072,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2916,291600,1429,60,0.2028,0.3736,0.306,0.1407,high,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 2922,292200,2540,234,0.2287,0.1863,0.1618,0.3488,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2924,292400,1765,160,0.2583,0.1857,0.1354,0.3598,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 2925,292500,3461,200,0.3314,0.1459,0.2263,0.2317,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3005,300500,3240,154,0.4036,0.378,0.1712,0.2389,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3006,300600,2844,147,0.2916,0.4071,0.0616,0.2359,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3007,300700,4791,220,0.4209,0.4065,0.1481,0.0958,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3008,300800,4192,433,0.2436,0.3737,0.0387,0.4781,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3009,300900,3937,228,0.5114,0.3764,0.0702,0.395,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3011,301100,2409,136,0.355,0.5263,0.1289,0.1411,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3012,301200,5209,394,0.2748,0.3048,0.1521,0.2463,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3016,301600,3247,143,0.6282,0.4226,0.1121,0.2097,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3017.01,301701,4205,195,0.5605,0.4488,0.093,0.1912,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3017.02,301702,4086,432,0.403,0.4136,0.0667,0.1618,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3018.01,301801,4086,474,0.4017,0.301,0.138,0.3311,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3018.02,301802,2623,117,0.3993,0.3442,0.1307,0.1494,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3018.03,301803,3168,251,0.2909,0.2511,0.095,0.1398,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3102,310200,1824,66,0.3907,0.0929,0.6361,0.062,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 3103,310300,1836,141,0.3342,0.3263,0.3656,0.0419,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3104,310400,1456,65,0.3879,0.1574,0.4309,0.1044,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3105,310500,1599,70,0.2168,0.2837,0.186,0.0807,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3106,310600,5542,183,0.2563,0.2149,0.4163,0.0868,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3107,310700,1354,66,0.1633,0.2685,0.4287,0.2038,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3108,310800,4633,132,0.2772,0.2569,0.3869,0.2269,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3109,310900,4914,91,0.3768,0.2088,0.3749,0.2271,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 3201.01,320101,8705,288,0.4686,0.0468,0.8083,0.036,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 3201.02,320102,5429,116,0.2053,0.0,0.9023,0.0995,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 3204,320400,3004,7,0.6478,0.0172,0.9199,0.0463,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 3206,320600,6116,275,0.3674,0.0,0.8925,0.1148,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 3301.01,330101,5011,53,0.7058,0.0224,0.8624,0.0577,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 3301.02,330102,9617,382,0.4602,0.0423,0.8196,0.0217,high,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 3301.03,330103,8471,325,0.4483,0.04,0.8405,0.1054,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 3302,330200,3969,351,0.6422,0.0684,0.7214,0.1187,high,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 3403,340300,1698,95,0.443,0.2815,0.279,0.1343,low,0,0,1,0
 Illinois,17, Cook County,031,Census Tract 3404,340400,1630,64,0.3839,0.2036,0.3755,0.2,low,0,0,1,0
 Illinois,17, Cook County,031,Census Tract 3405,340500,1558,19,0.3822,0.187,0.3808,0.3472,low,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 3406,340600,1317,69,0.0274,0.2027,0.0531,0.5771,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3501,350100,2439,58,0.0,0.0,0.7726,0.1427,low,0,0,1,0
 Illinois,17, Cook County,031,Census Tract 3504,350400,1777,178,0.0,0.2875,0.1265,0.4384,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3510,351000,3526,63,0.0843,0.0301,0.5251,0.1699,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3511,351100,2160,272,0.0243,0.1439,0.1137,0.5394,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3514,351400,1569,107,0.1252,0.0755,0.301,0.4398,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3515,351500,946,42,0.0737,0.097,0.3598,0.315,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3602,360200,1672,134,0.0885,0.022,0.2838,0.5478,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3801,380100,1928,45,0.5129,0.1191,0.4329,0.2583,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3802,380200,1723,32,0.1521,0.1534,0.3508,0.3732,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3806,380600,4025,256,0.2517,0.1251,0.3335,0.3732,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3812,381200,1906,168,0.2835,0.1332,0.4594,0.1574,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3814,381400,1615,76,0.1653,0.2008,0.2301,0.2898,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3815,381500,670,26,0.1469,0.1311,0.1691,0.4493,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3818,381800,1483,86,0.2667,0.0721,0.3715,0.1949,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3819,381900,1348,67,0.4395,0.1409,0.2489,0.2455,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3901,390100,1854,229,0.385,0.0652,0.438,0.0712,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3902,390200,2178,123,0.712,0.0407,0.7174,0.0868,high,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3903,390300,2664,107,0.1497,0.1272,0.2554,0.482,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3904,390400,2289,136,0.2617,0.097,0.3527,0.3967,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3905,390500,1766,153,0.2893,0.0161,0.7156,0.1382,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 3906,390600,1824,55,0.4016,0.0268,0.7289,0.2346,medium,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 3907,390700,6062,260,0.4165,0.0286,0.7192,0.1876,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4003,400300,1361,91,0.2837,0.0649,0.3382,0.1198,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4004,400400,2204,135,0.1445,0.1503,0.2741,0.3666,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4005,400500,2634,168,0.1381,0.0925,0.307,0.4696,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4008,400800,2768,164,0.0492,0.1851,0.0734,0.6362,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4101,410100,2251,60,0.1742,0.0239,0.651,0.2186,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 4102,410200,1281,48,0.1601,0.0219,0.8748,0.2951,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 4105,410500,3405,136,0.3349,0.0528,0.644,0.2943,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4106,410600,2249,42,0.3541,0.0352,0.8792,0.2735,low,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 4107,410700,2541,34,0.2544,0.1064,0.7383,0.3518,low,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 4108,410800,2890,104,0.2834,0.0242,0.7658,0.183,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 4109,410900,3527,105,0.4514,0.0477,0.8499,0.1713,medium,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 4110,411000,3931,130,0.3653,0.0171,0.7088,0.2488,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 4111,411100,2388,66,0.4634,0.027,0.919,0.093,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 4112,411200,1643,91,0.5972,0.0063,0.9245,0.1315,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 4201,420100,1629,23,0.0163,0.0737,0.2034,0.453,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4202,420200,1796,52,0.131,0.1148,0.4457,0.3346,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4203,420300,2495,75,0.2519,0.0795,0.4425,0.1856,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 4204,420400,1327,77,0.141,0.1004,0.5161,0.3271,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 4205,420500,2040,27,0.2215,0.1809,0.2474,0.401,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4206,420600,2663,311,0.1237,0.1198,0.1607,0.3594,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4207,420700,2274,135,0.2961,0.2095,0.1391,0.4107,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4208,420800,2322,171,0.2397,0.1026,0.247,0.1955,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4212,421200,1986,52,0.1887,0.1236,0.166,0.1465,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4301.01,430101,3468,234,0.1574,0.0957,0.2004,0.2653,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4301.02,430102,3542,117,0.1923,0.0616,0.2343,0.2933,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4302,430200,5455,116,0.1942,0.1529,0.275,0.3162,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4303,430300,2611,240,0.2017,0.0789,0.298,0.2692,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4304,430400,2999,117,0.383,0.0496,0.1787,0.3241,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4305,430500,3882,25,0.099,0.2544,0.1989,0.3689,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4306,430600,2218,203,0.3238,0.0594,0.2301,0.2358,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4307,430700,2256,143,0.1663,0.0869,0.4216,0.2717,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4308,430800,2016,200,0.4416,0.0327,0.4249,0.3036,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4309,430900,1681,109,0.397,0.147,0.2667,0.2148,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4312,431200,2399,80,0.7089,0.0401,0.3189,0.0967,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4313.01,431301,3555,267,0.1418,0.1075,0.1623,0.1958,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4313.02,431302,3788,400,0.0924,0.1442,0.1778,0.476,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4314,431400,7565,811,0.1576,0.1584,0.1736,0.4074,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4401.01,440101,3986,284,0.0578,0.1913,0.111,0.3773,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4401.02,440102,3320,160,0.2219,0.1217,0.2636,0.2711,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4402.01,440201,6096,199,0.2357,0.123,0.2554,0.3125,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4402.02,440202,2763,91,0.3342,0.1163,0.3173,0.2429,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4403,440300,4650,91,0.6107,0.1067,0.4234,0.0757,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4406,440600,1612,54,0.7969,0.1359,0.316,0.2202,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4407,440700,1453,24,0.739,0.083,0.4271,0.1487,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4408,440800,1877,77,0.2955,0.0689,0.1636,0.4172,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4409,440900,2377,131,0.5228,0.0941,0.4065,0.2915,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4503,450300,3461,158,0.6356,0.1513,0.2205,0.1832,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4601,460100,2650,98,0.3317,0.1203,0.2507,0.2894,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4602,460200,1880,68,0.4423,0.291,0.1151,0.3287,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 4603.01,460301,3189,228,0.5385,0.2893,0.1005,0.3264,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4603.02,460302,4212,313,0.4952,0.1155,0.2003,0.2369,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4604,460400,3682,317,0.519,0.0538,0.2518,0.2368,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4605,460500,6284,159,0.5767,0.0753,0.3259,0.1369,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4608,460800,4376,250,0.2107,0.3154,0.1332,0.4239,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4610,461000,1346,126,0.1252,0.2598,0.0672,0.2994,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4701,470100,2246,133,0.5757,0.1282,0.192,0.1612,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4801,480100,2161,122,0.7046,0.0595,0.3427,0.1782,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4802,480200,1057,58,0.476,0.061,0.4026,0.1703,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4803,480300,1131,41,0.5052,0.0706,0.3772,0.1821,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4804,480400,5013,251,0.8649,0.0367,0.481,0.0339,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4805,480500,2725,180,0.6347,0.0742,0.2704,0.2095,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4902,490200,2944,111,0.69,0.0586,0.3073,0.1267,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4905,490500,1775,13,0.7591,0.0866,0.3002,0.1166,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4906,490600,1446,58,0.7392,0.1305,0.4004,0.139,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4907,490700,2459,259,0.7525,0.0954,0.1681,0.2509,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4908,490800,3705,70,0.585,0.1462,0.2422,0.0915,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4909.01,490901,3084,296,0.3046,0.1741,0.1911,0.417,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4909.02,490902,4697,331,0.5603,0.1066,0.2795,0.1646,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4910,491000,3417,115,0.3839,0.2215,0.1038,0.4044,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4911,491100,4205,159,0.7573,0.1533,0.283,0.0825,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4912,491200,1932,81,0.6383,0.1396,0.1383,0.1454,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4913,491300,2131,117,0.3837,0.1438,0.12,0.3064,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 4914,491400,2541,40,0.1471,0.2278,0.1729,0.3097,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5001,500100,3231,82,0.5206,0.0673,0.3052,0.1263,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5002,500200,1831,78,0.4449,0.1061,0.1136,0.1999,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5003,500300,1794,163,0.5261,0.1506,0.3828,0.272,low,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 5101,510100,3639,136,0.5594,0.1955,0.1707,0.2421,low,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5102,510200,3714,170,0.6571,0.1384,0.2201,0.2259,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5103,510300,4640,179,0.4612,0.1764,0.1172,0.3364,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5201,520100,2062,153,0.5493,0.4042,0.0892,0.1421,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5202,520200,3652,177,0.4199,0.2536,0.1362,0.2796,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5203,520300,5925,514,0.656,0.3043,0.1168,0.1335,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5204,520400,4393,195,0.7638,0.148,0.1033,0.1958,low,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5205,520500,5171,466,0.8638,0.289,0.135,0.0534,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5206,520600,2739,172,0.8612,0.2135,0.1236,0.0686,high,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5301,530100,1915,128,0.3228,0.3476,0.1706,0.2611,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 5302,530200,4358,249,0.5193,0.107,0.1619,0.2719,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5303,530300,3484,73,0.5923,0.1002,0.2011,0.1059,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5304,530400,2356,81,0.7647,0.0863,0.0897,0.2037,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5305.01,530501,5118,463,0.5086,0.1299,0.1339,0.3877,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5305.02,530502,1464,9,0.9144,0.0879,0.2188,0.1735,medium,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5305.03,530503,4369,197,0.7731,0.0714,0.2343,0.1449,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5306,530600,2385,60,0.4612,0.0829,0.2008,0.2352,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5401.01,540101,4460,426,0.0461,0.1178,0.043,0.5336,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5401.02,540102,3357,230,0.1528,0.176,0.0997,0.5034,low,0,1,0,0
 Illinois,17, Cook County,031,Census Tract 5501,550100,6201,373,0.5885,0.1543,0.1792,0.1445,medium,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 5502,550200,2824,48,0.8127,0.1242,0.1944,0.0733,medium,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5601,560100,1284,0,0.7865,0.1545,0.1707,0.0592,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5602,560200,1372,153,0.8469,0.2453,0.1256,0.0889,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 5603,560300,3079,197,0.9278,0.2358,0.1628,0.1345,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5604,560400,1744,141,0.8957,0.2525,0.124,0.2139,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5607,560700,3584,248,0.6687,0.2608,0.2039,0.1267,medium,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5608,560800,6003,321,0.808,0.1455,0.2758,0.0307,high,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5609,560900,5131,374,0.934,0.0998,0.334,0.0351,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 5610,561000,6040,190,0.8269,0.1143,0.2774,0.0416,high,1,0,0,0
 Illinois,17, Cook County,031,Census Tract 5611,561100,5888,321,0.9389,0.1468,0.2697,0.0161,high,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5701,570100,1421,55,0.7824,0.1961,0.185,0.2773,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5702,570200,2084,75,0.5993,0.2635,0.1486,0.0773,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5703,570300,5951,238,0.731,0.2206,0.0952,0.0951,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5704,570400,1712,101,0.5583,0.2987,0.0704,0.1232,medium,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5705,570500,2699,292,0.6245,0.2955,0.062,0.0152,medium,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5801,580100,2662,177,0.6078,0.2019,0.2165,0.2032,low,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 5802,580200,2988,289,0.4463,0.2069,0.1041,0.1918,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5803,580300,2569,186,0.5962,0.2549,0.0725,0.0845,low,1,0,0,1
 Illinois,17, Cook County,031,Census Tract 5804,580400,4672,220,0.5351,0.224,0.1488,0.1372,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5805.01,580501,4716,218,0.394,0.2185,0.1314,0.1264,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5805.02,580502,4932,331,0.4492,0.3174,0.1442,0.2273,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5806,580600,5402,380,0.5871,0.3368,0.2023,0.1459,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5807,580700,6137,388,0.4781,0.398,0.0748,0.2954,low,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5808,580800,2096,25,0.5251,0.4514,0.1375,0.0773,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5905,590500,1672,85,0.5797,0.1921,0.3457,0.1053,medium,0,0,0,0
 Illinois,17, Cook County,031,Census Tract 5906,590600,3813,113,0.579,0.264,0.2848,0.1568,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 5907,590700,2914,136,0.6444,0.1779,0.242,0.1019,medium,0,0,0,1
 Illinois,17, Cook County,031,Census Tract 6004,600400,3963,73,0.4501,0.2338,0.3023,0.1484,medium,0,0,1,0
 Illinois,17, Cook County,031,Census Tract 6006,600600,2953,120,0.6527,0.2612,0.2992,0.1422,low,0,0,0,0
